MHT_CET,JEE_Main,Branch,Category,Gender,Allocated_College
74.35,89.39,CS,OPEN,Female,Local City College
99.68,73.6,Mech,OPEN,Female,COEP Pune
64.42,69.26,IT,SC,Male,Local City College
99.99,83.7,EnTC,OPEN,Male,COEP Pune
97.42,60.17,IT,OPEN,Male,SPIT Mumbai
99.99,68.12,Mech,OBC,Female,COEP Pune
78.06,77.43,IT,OPEN,Male,Orchid Solapur
82.75,65.01,IT,OPEN,Female,Govt College Karad
63.5,88.38,Civil,OPEN,Male,Local City College
77.13,99.99,EnTC,OPEN,Female,Orchid Solapur
92.4,59.91,CS,ST,Male,SPIT Mumbai
99.99,41.7,CS,OPEN,Female,COEP Pune
68.39,34.97,EnTC,EWS,Female,Local City College
79.52,71.99,Mech,OPEN,Female,Orchid Solapur
82.73,61.74,IT,OPEN,Female,Govt College Karad
64.06,79.16,IT,OBC,Male,Local City College
93.87,77.65,EnTC,OPEN,Female,VIT Pune
74.14,42.94,IT,OBC,Male,Local City College
82.07,38.7,EnTC,ST,Male,WIT Solapur
78.22,80.92,CS,OPEN,Female,Orchid Solapur
73.16,77.71,Civil,SC,Female,Orchid Solapur
84.89,66.48,EnTC,OPEN,Male,Govt College Karad
81.77,41.86,EnTC,OPEN,Male,Sinhgad Pune
79.42,84.43,CS,OPEN,Male,Orchid Solapur
74.07,99.99,CS,EWS,Male,Local City College
89.79,80.56,IT,OPEN,Male,DY Patil Akurdi
99.99,58.05,EnTC,ST,Male,COEP Pune
87.1,75.89,EnTC,OBC,Male,WIT Solapur
99.94,47.68,IT,OPEN,Female,COEP Pune
64.15,96.16,EnTC,OPEN,Male,Local City College
87.37,76.64,Mech,SC,Male,PCCOE Pune
68.54,39.64,CS,SC,Female,Local City College
62.85,68.99,IT,OPEN,Male,Local City College
73.91,84.27,EnTC,ST,Male,Orchid Solapur
99.99,68.34,IT,OPEN,Female,COEP Pune
99.25,69.48,EnTC,EWS,Male,COEP Pune
88.65,50.51,IT,SC,Male,VIT Pune
62.01,86.33,Civil,SC,Female,Local City College
82.06,62.03,CS,SC,Female,WIT Solapur
89.53,31.87,IT,OBC,Male,DY Patil Akurdi
87.63,67.57,CS,OBC,Female,WIT Solapur
57.34,94.62,CS,OBC,Female,Not Allotted
71.65,67.26,IT,OPEN,Male,Local City College
84.04,99.99,CS,OBC,Female,Govt College Karad
93.04,83.58,Civil,OPEN,Female,VIT Pune
52.06,81.78,Civil,OPEN,Male,Not Allotted
82.57,72.43,CS,OPEN,Male,Govt College Karad
87.15,73.63,EnTC,OPEN,Female,WIT Solapur
97.74,69.73,IT,OPEN,Female,PICT Pune
95.39,68.95,Mech,ST,Male,COEP Pune
93.74,85.62,EnTC,OPEN,Male,VIT Pune
73.0,56.28,CS,SC,Female,Orchid Solapur
56.38,53.48,EnTC,OPEN,Male,Not Allotted
79.1,52.54,EnTC,OPEN,Male,Orchid Solapur
99.99,99.99,IT,OPEN,Female,COEP Pune
99.99,85.61,Civil,OPEN,Female,COEP Pune
95.66,81.09,Civil,OBC,Male,Walchand Sangli
91.44,53.85,IT,OBC,Male,PCCOE Pune
90.69,87.47,EnTC,OPEN,Female,DY Patil Akurdi
76.66,72.67,Civil,OPEN,Male,Orchid Solapur
83.05,79.28,CS,ST,Female,WIT Solapur
99.99,55.47,CS,OPEN,Male,COEP Pune
70.86,78.21,CS,OPEN,Male,Local City College
99.99,66.52,Mech,OBC,Male,COEP Pune
80.17,59.69,EnTC,OPEN,Female,Sinhgad Pune
99.99,89.68,CS,EWS,Female,COEP Pune
63.9,44.25,Civil,OBC,Male,Local City College
93.79,86.3,EnTC,OPEN,Male,VIT Pune
73.95,88.69,Mech,OPEN,Female,Local City College
63.77,57.41,CS,OBC,Female,Local City College
88.28,58.59,IT,OPEN,Male,WIT Solapur
99.99,70.54,EnTC,EWS,Female,COEP Pune
72.33,80.64,IT,OBC,Female,Local City College
62.51,71.94,EnTC,OPEN,Male,Local City College
83.62,83.67,Mech,OBC,Male,Govt College Karad
83.69,99.99,IT,OPEN,Female,Govt College Karad
93.22,64.85,Mech,OPEN,Female,VIT Pune
99.24,40.7,CS,OBC,Male,COEP Pune
84.11,91.52,CS,OBC,Female,Govt College Karad
99.99,99.99,CS,OBC,Male,COEP Pune
88.36,82.86,IT,OPEN,Male,WIT Solapur
79.8,53.25,IT,OBC,Female,Orchid Solapur
60.83,72.52,Mech,OPEN,Male,Local City College
81.06,52.63,EnTC,OBC,Male,Sinhgad Pune
79.95,87.86,IT,OBC,Male,Orchid Solapur
99.4,47.97,EnTC,OBC,Male,COEP Pune
91.94,69.0,CS,ST,Male,SPIT Mumbai
67.31,54.91,CS,ST,Female,Local City College
87.58,77.54,EnTC,EWS,Male,WIT Solapur
95.07,67.67,EnTC,EWS,Male,Walchand Sangli
99.99,78.54,EnTC,SC,Male,COEP Pune
98.31,75.45,IT,EWS,Female,PICT Pune
96.41,55.27,EnTC,ST,Male,COEP Pune
85.9,87.54,EnTC,SC,Male,DY Patil Akurdi
90.82,74.02,Civil,OPEN,Male,DY Patil Akurdi
99.99,55.23,CS,OPEN,Male,COEP Pune
65.01,99.99,IT,SC,Female,Local City College
79.76,84.53,EnTC,OPEN,Female,Orchid Solapur
73.41,71.93,Civil,SC,Male,Orchid Solapur
90.69,99.99,CS,OPEN,Female,DY Patil Akurdi
99.99,99.99,IT,OPEN,Female,COEP Pune
76.05,72.09,CS,SC,Female,Sinhgad Pune
49.15,81.95,IT,EWS,Male,Not Allotted
78.82,55.24,CS,OPEN,Male,Orchid Solapur
98.7,72.06,CS,ST,Male,COEP Pune
93.06,71.02,IT,SC,Male,PICT Pune
91.42,78.7,CS,OPEN,Male,PCCOE Pune
80.8,81.66,CS,OPEN,Male,Sinhgad Pune
65.81,86.2,CS,OPEN,Female,Local City College
92.73,79.75,CS,OPEN,Female,PCCOE Pune
72.49,50.79,Civil,OPEN,Female,Local City College
99.99,56.23,IT,OPEN,Female,COEP Pune
93.56,64.07,Mech,OPEN,Female,VIT Pune
76.29,69.36,IT,SC,Male,Sinhgad Pune
75.83,96.02,Civil,OBC,Male,Orchid Solapur
83.61,51.74,IT,OBC,Female,Govt College Karad
81.41,67.85,IT,OPEN,Male,Sinhgad Pune
99.99,94.06,IT,SC,Male,COEP Pune
87.8,69.0,EnTC,ST,Male,PCCOE Pune
74.03,84.21,IT,OBC,Male,Local City College
99.99,72.21,CS,EWS,Male,COEP Pune
85.74,80.14,CS,SC,Female,DY Patil Akurdi
96.53,70.43,EnTC,SC,Female,COEP Pune
75.88,88.34,IT,SC,Female,Sinhgad Pune
90.45,44.1,CS,OPEN,Male,DY Patil Akurdi
89.67,67.73,IT,OPEN,Male,DY Patil Akurdi
56.66,80.93,IT,OPEN,Male,Not Allotted
99.99,85.67,Mech,OPEN,Male,COEP Pune
99.99,99.99,CS,OPEN,Female,COEP Pune
79.04,67.18,CS,ST,Male,Govt College Karad
68.47,99.99,Mech,OPEN,Female,Local City College
90.21,61.82,EnTC,EWS,Female,DY Patil Akurdi
86.3,99.99,CS,OBC,Female,WIT Solapur
90.34,91.35,Mech,OPEN,Female,DY Patil Akurdi
87.87,56.73,IT,OPEN,Male,WIT Solapur
92.59,81.14,IT,OPEN,Male,PCCOE Pune
99.99,73.98,Civil,EWS,Female,COEP Pune
93.52,87.51,Civil,SC,Male,VJTI Mumbai
69.26,70.53,IT,OPEN,Male,Local City College
99.99,68.86,CS,EWS,Male,COEP Pune
99.99,99.99,CS,SC,Female,COEP Pune
99.99,73.03,CS,OPEN,Female,COEP Pune
68.15,91.53,CS,OBC,Female,Local City College
88.64,70.49,IT,OBC,Female,WIT Solapur
53.77,99.99,Civil,OPEN,Female,Not Allotted
93.3,61.43,Mech,SC,Female,PICT Pune
76.78,62.72,IT,OPEN,Female,Orchid Solapur
99.99,99.99,IT,OPEN,Male,COEP Pune
73.38,66.1,CS,OPEN,Female,Local City College
59.66,99.99,CS,EWS,Male,Not Allotted
77.93,92.84,CS,SC,Female,Govt College Karad
55.37,71.91,EnTC,OPEN,Male,Not Allotted
96.27,38.73,CS,OPEN,Male,SPIT Mumbai
54.02,74.61,Mech,OPEN,Male,Not Allotted
85.43,77.03,EnTC,SC,Male,DY Patil Akurdi
53.83,98.34,CS,OPEN,Female,Not Allotted
80.2,99.99,CS,SC,Female,WIT Solapur
99.99,61.3,EnTC,EWS,Female,COEP Pune
90.41,91.02,Civil,OBC,Female,DY Patil Akurdi
72.05,90.31,EnTC,OPEN,Female,Local City College
84.53,96.47,CS,OPEN,Female,Govt College Karad
85.27,84.97,IT,OPEN,Female,WIT Solapur
92.09,36.15,CS,OBC,Female,PCCOE Pune
64.5,71.89,Civil,OBC,Female,Local City College
93.89,51.89,EnTC,OBC,Female,VIT Pune
44.43,70.95,EnTC,OPEN,Female,Not Allotted
75.55,94.6,IT,ST,Male,Sinhgad Pune
77.68,81.1,EnTC,OPEN,Male,Orchid Solapur
94.5,97.96,CS,OPEN,Male,VIT Pune
85.34,81.84,CS,SC,Male,DY Patil Akurdi
63.92,49.03,IT,OPEN,Male,Local City College
70.23,24.58,Civil,SC,Female,Orchid Solapur
87.98,77.98,EnTC,SC,Female,PCCOE Pune
83.81,70.72,CS,OBC,Male,Govt College Karad
76.31,55.46,Mech,OPEN,Female,Orchid Solapur
77.79,40.99,CS,OPEN,Male,Orchid Solapur
95.44,60.31,CS,OPEN,Female,Walchand Sangli
77.23,71.11,CS,OPEN,Female,Orchid Solapur
83.68,88.32,IT,EWS,Male,Govt College Karad
99.99,78.77,IT,OBC,Male,COEP Pune
63.64,99.99,IT,OPEN,Male,Local City College
57.22,54.29,EnTC,EWS,Female,Not Allotted
96.75,92.62,CS,SC,Male,COEP Pune
74.82,75.95,EnTC,OPEN,Female,Local City College
80.23,88.89,CS,OPEN,Female,Sinhgad Pune
73.28,66.27,EnTC,OPEN,Female,Local City College
81.1,96.43,EnTC,EWS,Female,Sinhgad Pune
99.99,80.9,EnTC,OBC,Male,COEP Pune
97.03,61.41,IT,ST,Male,COEP Pune
97.93,74.76,EnTC,OPEN,Male,PICT Pune
63.76,70.21,CS,ST,Male,Local City College
67.73,84.78,Mech,OPEN,Female,Local City College
42.41,51.4,CS,EWS,Male,Not Allotted
72.86,74.41,CS,EWS,Male,Local City College
99.35,82.91,IT,OPEN,Male,COEP Pune
92.75,75.66,EnTC,SC,Male,PICT Pune
81.68,99.99,CS,SC,Female,WIT Solapur
84.67,90.48,Civil,EWS,Female,Govt College Karad
74.67,74.85,Civil,OPEN,Female,Local City College
88.07,79.33,EnTC,OPEN,Female,WIT Solapur
96.49,80.91,IT,ST,Male,COEP Pune
60.76,83.07,EnTC,SC,Female,Local City College
89.49,38.49,CS,OPEN,Male,DY Patil Akurdi
98.99,68.97,IT,SC,Male,COEP Pune
78.77,45.31,Civil,OPEN,Male,Orchid Solapur
95.51,99.99,Civil,SC,Male,COEP Pune
99.99,73.78,Civil,OPEN,Female,COEP Pune
83.43,71.13,CS,OPEN,Female,Govt College Karad
90.9,92.94,CS,OPEN,Male,DY Patil Akurdi
73.93,83.45,CS,OPEN,Female,Local City College
87.72,52.43,IT,OBC,Female,WIT Solapur
91.9,73.58,CS,OBC,Male,PCCOE Pune
87.92,68.3,IT,OPEN,Male,WIT Solapur
69.7,40.11,EnTC,OPEN,Female,Local City College
88.1,61.19,EnTC,SC,Male,VIT Pune
99.99,71.33,EnTC,OPEN,Female,COEP Pune
91.73,72.7,Mech,OBC,Male,PCCOE Pune
99.43,45.36,CS,OBC,Male,COEP Pune
81.44,98.03,CS,EWS,Male,Sinhgad Pune
96.25,72.96,EnTC,SC,Male,COEP Pune
89.19,75.75,IT,OPEN,Female,DY Patil Akurdi
70.74,83.01,IT,SC,Female,Orchid Solapur
89.78,59.24,CS,EWS,Female,DY Patil Akurdi
70.12,84.13,CS,OPEN,Female,Local City College
75.51,67.66,EnTC,EWS,Male,Orchid Solapur
87.84,57.07,Mech,OBC,Male,WIT Solapur
89.46,86.47,Civil,OPEN,Female,DY Patil Akurdi
67.16,99.99,IT,OPEN,Female,Local City College
99.99,89.5,IT,OBC,Female,COEP Pune
93.58,93.46,Mech,OPEN,Female,VIT Pune
74.43,64.59,IT,OPEN,Female,Local City College
61.94,43.05,IT,OPEN,Male,Local City College
82.83,99.99,Civil,OPEN,Female,Govt College Karad
78.31,99.99,EnTC,OPEN,Female,Orchid Solapur
86.7,99.99,Civil,OBC,Male,WIT Solapur
79.55,68.28,CS,OPEN,Male,Orchid Solapur
54.89,51.91,IT,EWS,Female,Not Allotted
79.17,53.69,Mech,OPEN,Female,Orchid Solapur
80.42,41.33,CS,OPEN,Female,Sinhgad Pune
94.5,72.85,EnTC,OPEN,Male,VIT Pune
74.53,99.99,CS,OPEN,Female,Local City College
99.99,72.17,Mech,OPEN,Female,COEP Pune
56.33,81.05,EnTC,OBC,Male,Not Allotted
99.99,99.99,CS,SC,Male,COEP Pune
81.64,66.92,IT,OPEN,Male,Sinhgad Pune
97.89,99.99,EnTC,OPEN,Male,PICT Pune
86.2,99.99,EnTC,OPEN,Female,WIT Solapur
99.99,72.38,IT,SC,Male,COEP Pune
79.19,63.45,Mech,SC,Male,Govt College Karad
68.52,88.94,IT,OPEN,Male,Local City College
99.99,68.05,IT,OPEN,Female,COEP Pune
83.3,51.87,CS,EWS,Male,Govt College Karad
88.32,99.99,Civil,OPEN,Female,WIT Solapur
99.99,99.33,CS,OBC,Male,COEP Pune
69.52,78.11,IT,OPEN,Female,Local City College
93.93,49.74,Mech,OBC,Female,VIT Pune
76.15,50.41,CS,EWS,Female,Orchid Solapur
83.02,77.14,IT,EWS,Male,Govt College Karad
86.08,65.0,CS,SC,Female,PCCOE Pune
62.5,68.18,EnTC,OPEN,Male,Local City College
73.32,95.44,IT,OPEN,Male,Local City College
99.99,89.66,Mech,OPEN,Female,COEP Pune
98.29,99.99,Mech,EWS,Male,PICT Pune
84.06,55.19,EnTC,SC,Female,DY Patil Akurdi
88.65,68.14,EnTC,OPEN,Male,WIT Solapur
80.59,90.18,IT,OPEN,Female,Sinhgad Pune
99.99,83.96,IT,OBC,Male,COEP Pune
81.99,99.99,EnTC,EWS,Female,Sinhgad Pune
88.48,83.41,Civil,OBC,Male,WIT Solapur
99.99,99.99,IT,OPEN,Male,COEP Pune
73.34,85.8,CS,OPEN,Female,Local City College
99.99,96.24,IT,OPEN,Male,COEP Pune
62.04,68.53,IT,EWS,Male,Local City College
99.99,75.29,CS,EWS,Female,COEP Pune
79.41,93.22,IT,EWS,Female,Orchid Solapur
81.36,99.99,IT,SC,Female,WIT Solapur
56.65,89.58,IT,OBC,Female,Not Allotted
78.18,73.34,IT,OBC,Female,Orchid Solapur
69.4,99.99,EnTC,OBC,Male,Local City College
75.89,31.16,Mech,SC,Female,Sinhgad Pune
82.94,46.56,Civil,OPEN,Male,Govt College Karad
99.37,88.63,IT,OBC,Male,COEP Pune
88.11,75.28,CS,OPEN,Male,WIT Solapur
89.62,87.11,Civil,OPEN,Male,DY Patil Akurdi
68.57,76.29,EnTC,SC,Male,Local City College
71.79,86.42,CS,EWS,Female,Local City College
99.99,58.71,CS,OBC,Female,COEP Pune
73.97,86.41,CS,OPEN,Female,Local City College
99.99,94.89,CS,EWS,Female,COEP Pune
81.35,99.41,CS,SC,Female,WIT Solapur
85.03,99.99,Civil,OPEN,Female,WIT Solapur
99.99,79.88,IT,OBC,Male,COEP Pune
99.99,80.48,EnTC,OPEN,Female,COEP Pune
83.34,44.54,Mech,OPEN,Female,Govt College Karad
79.18,64.37,EnTC,ST,Female,Govt College Karad
84.16,71.14,Mech,OPEN,Female,Govt College Karad
90.07,96.01,Civil,OPEN,Female,DY Patil Akurdi
98.37,62.78,IT,OPEN,Male,PICT Pune
85.06,90.93,Civil,OPEN,Male,WIT Solapur
94.28,74.97,EnTC,OPEN,Male,VIT Pune
99.99,71.46,CS,OPEN,Female,COEP Pune
90.72,79.98,EnTC,OPEN,Female,DY Patil Akurdi
89.67,67.18,EnTC,OPEN,Female,DY Patil Akurdi
62.22,66.42,Civil,OPEN,Male,Local City College
45.54,40.9,IT,OPEN,Male,Not Allotted
90.83,70.04,IT,OBC,Female,DY Patil Akurdi
83.58,65.4,CS,OBC,Female,Govt College Karad
77.28,64.68,CS,OPEN,Male,Orchid Solapur
88.65,83.34,CS,OBC,Male,WIT Solapur
84.09,88.17,IT,EWS,Male,Govt College Karad
99.99,79.64,Mech,EWS,Female,COEP Pune
86.29,94.91,CS,OPEN,Male,WIT Solapur
73.8,86.51,IT,SC,Female,Orchid Solapur
99.85,69.1,CS,OPEN,Female,COEP Pune
81.74,65.74,CS,OPEN,Female,Sinhgad Pune
92.9,81.26,IT,OPEN,Male,PCCOE Pune
77.84,86.48,CS,OPEN,Male,Orchid Solapur
75.25,99.99,IT,OBC,Male,Orchid Solapur
86.26,98.82,CS,OBC,Male,WIT Solapur
85.19,64.17,CS,SC,Female,DY Patil Akurdi
92.2,72.96,IT,OPEN,Female,PCCOE Pune
80.97,88.42,IT,OPEN,Female,Sinhgad Pune
57.45,96.36,CS,OPEN,Female,Not Allotted
78.51,93.78,IT,OPEN,Male,Orchid Solapur
96.91,73.72,Mech,EWS,Female,SPIT Mumbai
80.54,49.92,EnTC,SC,Male,WIT Solapur
81.3,55.02,CS,EWS,Female,Sinhgad Pune
99.8,80.45,IT,OBC,Male,COEP Pune
74.32,81.84,EnTC,OPEN,Female,Local City College
61.86,53.03,CS,OPEN,Female,Local City College
82.59,75.89,Mech,OPEN,Male,Govt College Karad
77.74,87.62,Civil,OPEN,Female,Orchid Solapur
70.51,51.98,Mech,SC,Male,Orchid Solapur
82.37,97.1,Mech,OPEN,Female,Govt College Karad
92.37,67.45,EnTC,OPEN,Male,PCCOE Pune
84.86,99.99,EnTC,SC,Male,DY Patil Akurdi
89.6,64.33,EnTC,ST,Male,VIT Pune
99.99,54.47,Mech,OPEN,Male,COEP Pune
79.86,65.84,EnTC,OBC,Female,Orchid Solapur
89.18,73.1,CS,OPEN,Male,DY Patil Akurdi
77.36,67.23,IT,OBC,Male,Orchid Solapur
72.3,70.68,Mech,OPEN,Male,Local City College
76.23,81.68,CS,OPEN,Male,Orchid Solapur
77.82,71.58,EnTC,OBC,Female,Orchid Solapur
90.39,73.68,Civil,OPEN,Male,DY Patil Akurdi
99.99,40.82,EnTC,SC,Female,COEP Pune
74.26,82.83,Civil,ST,Female,Orchid Solapur
78.75,73.22,EnTC,OPEN,Male,Orchid Solapur
84.05,99.99,CS,SC,Male,DY Patil Akurdi
90.94,56.21,Mech,OBC,Male,DY Patil Akurdi
88.95,38.83,CS,OPEN,Male,WIT Solapur
99.99,87.36,IT,OBC,Female,COEP Pune
48.6,81.93,CS,OBC,Female,Not Allotted
49.2,54.83,CS,OBC,Male,Not Allotted
77.56,44.41,IT,EWS,Male,Orchid Solapur
99.99,99.99,IT,OBC,Female,COEP Pune
61.52,99.99,EnTC,EWS,Female,Local City College
39.89,25.25,Mech,OBC,Male,Not Allotted
93.57,65.84,CS,OPEN,Male,VIT Pune
88.65,99.99,CS,OPEN,Male,WIT Solapur
68.65,65.48,EnTC,OPEN,Male,Local City College
70.22,65.19,EnTC,OBC,Male,Local City College
70.45,69.34,Civil,OBC,Male,Local City College
86.66,52.58,CS,OPEN,Female,WIT Solapur
75.61,40.9,Mech,OPEN,Female,Orchid Solapur
92.41,96.05,IT,OPEN,Female,PCCOE Pune
42.18,38.14,EnTC,OPEN,Female,Not Allotted
72.15,79.95,CS,OBC,Male,Local City College
68.11,92.73,IT,SC,Male,Local City College
81.15,45.98,CS,EWS,Female,Sinhgad Pune
76.93,56.51,CS,OPEN,Male,Orchid Solapur
96.97,99.26,IT,OBC,Male,SPIT Mumbai
57.11,85.66,Mech,OBC,Male,Not Allotted
85.68,62.65,EnTC,EWS,Female,WIT Solapur
93.38,99.04,IT,OBC,Female,VIT Pune
99.99,99.13,IT,OPEN,Female,COEP Pune
77.77,80.38,IT,OPEN,Female,Orchid Solapur
89.87,57.0,Civil,OBC,Female,DY Patil Akurdi
57.94,66.73,IT,SC,Female,Local City College
49.12,80.73,CS,ST,Female,Not Allotted
97.67,71.23,CS,OPEN,Male,PICT Pune
84.92,93.78,EnTC,EWS,Female,Govt College Karad
99.99,44.4,IT,OPEN,Male,COEP Pune
64.4,45.11,CS,EWS,Male,Local City College
92.8,78.62,Mech,ST,Female,PICT Pune
99.99,65.17,EnTC,OBC,Male,COEP Pune
91.3,62.46,EnTC,SC,Male,SPIT Mumbai
89.15,39.64,CS,OPEN,Female,DY Patil Akurdi
85.13,75.39,IT,OPEN,Male,WIT Solapur
61.44,73.94,Civil,OPEN,Female,Local City College
99.99,88.07,Mech,OPEN,Male,COEP Pune
75.84,76.38,CS,OBC,Male,Orchid Solapur
92.57,72.35,CS,OPEN,Male,PCCOE Pune
61.55,98.54,IT,ST,Male,Local City College
67.31,48.75,IT,OPEN,Female,Local City College
99.99,85.73,EnTC,OBC,Female,COEP Pune
79.79,41.58,Civil,OBC,Female,Orchid Solapur
99.99,58.23,IT,OPEN,Male,COEP Pune
83.83,50.75,CS,OPEN,Male,Govt College Karad
57.37,90.64,Mech,OPEN,Male,Not Allotted
98.38,73.69,CS,SC,Male,COEP Pune
76.15,74.73,Civil,OBC,Female,Orchid Solapur
95.48,52.87,EnTC,OPEN,Male,Walchand Sangli
85.38,69.01,Civil,SC,Female,DY Patil Akurdi
61.85,59.73,CS,OPEN,Male,Local City College
87.46,82.67,CS,OBC,Male,WIT Solapur
99.99,55.18,IT,OPEN,Female,COEP Pune
92.39,99.99,IT,SC,Female,SPIT Mumbai
84.14,41.49,CS,EWS,Female,Govt College Karad
99.99,58.87,Civil,SC,Female,COEP Pune
88.16,99.99,Mech,OPEN,Male,WIT Solapur
88.14,66.3,EnTC,OPEN,Female,WIT Solapur
68.63,48.7,CS,SC,Female,Local City College
88.51,79.38,EnTC,OPEN,Male,WIT Solapur
99.99,65.49,EnTC,OPEN,Male,COEP Pune
72.46,58.28,IT,SC,Male,Orchid Solapur
99.99,53.08,Civil,OPEN,Male,COEP Pune
83.62,99.99,CS,OPEN,Female,Govt College Karad
71.68,69.97,CS,EWS,Female,Local City College
99.96,36.49,CS,OPEN,Male,COEP Pune
80.7,99.99,EnTC,OPEN,Female,Sinhgad Pune
96.39,87.22,EnTC,SC,Female,COEP Pune
80.62,59.67,CS,ST,Male,WIT Solapur
84.1,56.34,CS,OPEN,Female,Govt College Karad
92.4,88.47,CS,OBC,Female,PCCOE Pune
89.36,70.06,CS,SC,Male,VIT Pune
55.07,36.48,IT,OPEN,Female,Not Allotted
68.18,99.99,CS,OPEN,Female,Local City College
98.94,66.32,CS,OPEN,Male,VJTI Mumbai
83.02,99.99,Mech,SC,Female,WIT Solapur
77.14,99.99,IT,SC,Male,Govt College Karad
64.62,54.98,EnTC,OPEN,Male,Local City College
68.8,95.66,CS,SC,Male,Local City College
54.67,61.97,IT,SC,Male,Not Allotted
83.48,37.67,IT,OPEN,Male,Govt College Karad
76.02,66.51,CS,OBC,Male,Orchid Solapur
70.5,82.95,CS,OPEN,Female,Local City College
83.98,65.75,Mech,EWS,Male,Govt College Karad
90.46,68.86,Civil,OBC,Female,DY Patil Akurdi
99.99,97.87,CS,OBC,Male,COEP Pune
62.32,77.13,CS,OBC,Male,Local City College
99.99,58.13,Civil,OBC,Male,COEP Pune
99.6,89.04,CS,ST,Female,COEP Pune
73.31,78.95,EnTC,OBC,Female,Local City College
88.05,24.57,Civil,EWS,Male,WIT Solapur
78.14,83.57,Civil,OBC,Female,Orchid Solapur
87.79,82.84,IT,OPEN,Male,WIT Solapur
99.99,75.4,CS,EWS,Male,COEP Pune
94.08,92.83,CS,OBC,Female,VIT Pune
92.63,61.55,Mech,OBC,Male,PCCOE Pune
78.55,81.73,Civil,EWS,Male,Orchid Solapur
62.74,43.66,EnTC,OPEN,Female,Local City College
81.87,83.14,EnTC,OPEN,Male,Sinhgad Pune
99.99,99.99,EnTC,OPEN,Male,COEP Pune
62.09,55.1,EnTC,OBC,Female,Local City College
69.17,59.8,Mech,SC,Female,Local City College
86.89,60.8,EnTC,EWS,Male,WIT Solapur
70.23,77.6,IT,OPEN,Male,Local City College
73.11,53.74,CS,SC,Female,Orchid Solapur
78.65,83.42,EnTC,EWS,Female,Orchid Solapur
64.52,91.94,IT,OBC,Male,Local City College
70.39,85.69,CS,OPEN,Female,Local City College
95.55,39.63,Mech,OBC,Female,Walchand Sangli
65.39,94.9,EnTC,EWS,Female,Local City College
61.03,93.75,Civil,EWS,Male,Local City College
75.55,91.6,CS,OBC,Male,Orchid Solapur
95.98,82.46,EnTC,ST,Male,COEP Pune
82.05,79.4,CS,OPEN,Male,Govt College Karad
78.03,95.65,Civil,OPEN,Male,Orchid Solapur
85.67,99.99,CS,EWS,Female,WIT Solapur
58.81,55.94,EnTC,OPEN,Female,Not Allotted
92.42,96.56,EnTC,OPEN,Female,PCCOE Pune
90.75,73.28,IT,OPEN,Male,DY Patil Akurdi
78.86,72.41,Civil,OBC,Male,Orchid Solapur
99.99,44.27,Mech,OBC,Female,COEP Pune
68.09,69.3,CS,OPEN,Female,Local City College
99.99,55.05,CS,EWS,Female,COEP Pune
87.32,65.72,CS,EWS,Female,WIT Solapur
79.95,53.04,CS,OPEN,Male,Orchid Solapur
84.7,66.02,Mech,OPEN,Male,Govt College Karad
83.39,66.88,Civil,SC,Female,WIT Solapur
99.99,76.94,CS,OBC,Male,COEP Pune
68.85,42.71,IT,OPEN,Male,Local City College
73.56,46.09,IT,OPEN,Male,Local City College
99.99,82.24,CS,OPEN,Male,COEP Pune
76.07,59.05,IT,OPEN,Female,Orchid Solapur
98.51,96.49,CS,OPEN,Female,VJTI Mumbai
99.99,79.51,IT,OBC,Male,COEP Pune
78.97,87.14,EnTC,SC,Female,Govt College Karad
95.22,99.99,EnTC,SC,Male,COEP Pune
67.69,68.81,CS,OPEN,Female,Local City College
96.32,63.51,Mech,SC,Female,COEP Pune
87.99,92.43,EnTC,OPEN,Female,WIT Solapur
92.1,85.19,Mech,OPEN,Female,PCCOE Pune
75.32,71.25,IT,SC,Female,Sinhgad Pune
60.08,99.99,Mech,OBC,Female,Local City College
92.55,70.76,Mech,OPEN,Female,PCCOE Pune
54.05,75.66,IT,OBC,Male,Not Allotted
80.24,75.42,IT,EWS,Female,Sinhgad Pune
99.12,56.31,Civil,OBC,Male,COEP Pune
87.88,76.55,EnTC,SC,Female,PCCOE Pune
99.99,99.99,Civil,EWS,Female,COEP Pune
99.99,83.9,EnTC,SC,Female,COEP Pune
75.19,75.62,EnTC,OBC,Male,Orchid Solapur
85.41,71.76,CS,OPEN,Male,WIT Solapur
84.29,81.62,CS,OPEN,Male,Govt College Karad
61.27,90.0,Civil,OBC,Male,Local City College
70.89,87.18,CS,SC,Male,Orchid Solapur
76.59,68.36,CS,OPEN,Female,Orchid Solapur
54.46,81.5,EnTC,EWS,Male,Not Allotted
85.71,84.6,EnTC,OPEN,Male,WIT Solapur
81.26,54.86,CS,SC,Male,WIT Solapur
59.91,78.36,CS,OPEN,Female,Not Allotted
91.06,31.77,IT,OPEN,Female,PCCOE Pune
95.74,84.65,CS,SC,Female,COEP Pune
88.41,88.21,EnTC,OPEN,Male,WIT Solapur
80.14,89.95,CS,OPEN,Female,Sinhgad Pune
93.87,67.1,Mech,OBC,Male,VIT Pune
95.2,81.18,Mech,OBC,Female,Walchand Sangli
89.61,99.99,EnTC,SC,Female,VIT Pune
72.63,99.99,CS,EWS,Female,Local City College
89.15,74.42,IT,OPEN,Female,DY Patil Akurdi
99.99,77.79,IT,OBC,Female,COEP Pune
76.05,97.22,CS,OBC,Male,Orchid Solapur
